duf_pfam_id	duf_pfam_name	partner_architecture	n_edges	n_taxa	n_duf_proteins	n_partner_proteins	max_combined	mean_combined	max_direct_evidence	max_context_evidence	n_experiment_edges	max_neighborhood	n_neighborhood_edges	max_neighborhood_transferred	n_neighborhood_transferred_edges	max_fusion	n_fusion_edges	max_cooccurence	n_cooccurence_edges	max_homology	n_homology_edges	max_coexpression	n_coexpression_edges	max_coexpression_transferred	n_coexpression_transferred_edges	max_experiments	n_experiments_edges	max_experiments_transferred	n_experiments_transferred_edges	max_database	n_database_edges	max_database_transferred	n_database_transferred_edges	max_textmining	n_textmining_edges	max_textmining_transferred	n_textmining_transferred_edges	module_score	module_key	separate_channel_l2_score	taxid	duf_protein	partner_protein	duf_architecture	combined_score	direct_evidence	context_evidence	neighborhood	neighborhood_transferred	fusion	cooccurence	homology	coexpression	coexpression_transferred	experiments	experiments_transferred	database	database_transferred	textmining	textmining_transferred	evidence_flags	_pair_key	has_representative	has_sequence
PF06149	DUF969 - Protein of unknown function (DUF969)	NO_PFAM	42	14	14	21	983	819.9047619047619	773	775	0	773	40	592	32	0	0	775	12	0	0	0	0	700	12	0	0	0	0	0	0	0	0	0	0	0	0	10.725300517897985	PF06149 || NO_PFAM	0.8158241279490398	410072	410072.ERS852525_01957	410072.ERS852525_01956	PF06149	983	746	775	746	157	0	775	0	0	700	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred	410072.ERS852525_01956 || 410072.ERS852525_01957	True	False
PF13937	DUF4212 - Domain of unknown function (DUF4212)	NO_PFAM	420	195	195	210	975	860.7476190476191	773	775	0	773	394	575	414	0	0	775	326	0	0	52	2	186	12	0	0	0	0	0	0	0	0	0	0	0	0	18.146862152143413	PF13937 || NO_PFAM	0.8157168521376105	43658	43658.AT705_09430	43658.AT705_09425	PF13937	975	762	774	762	575	0	774	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	43658.AT705_09425 || 43658.AT705_09430	True	False
PF06947	DUF1290 - Protein of unknown function (DUF1290)	NO_PFAM	256	28	28	128	999	845.1484375	773	981	0	773	118	981	246	0	0	775	108	0	0	262	4	758	102	0	0	0	0	0	0	0	0	803	4	533	86	14.037667744868168	PF06947 || NO_PFAM	0.8156249177320216	1894	1894.ADK78_02945	1894.ADK78_02940	PF06947	999	773	978	773	978	0	775	0	0	705	0	0	0	0	0	275	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred;textmining_transferred	1894.ADK78_02940 || 1894.ADK78_02945	True	False
PF06693	DUF1190 - Protein of unknown function (DUF1190)	NO_PFAM	38	8	8	19	977	844.6842105263158	773	774	0	773	20	572	24	0	0	774	36	0	0	65	4	178	28	0	0	0	0	0	0	0	0	0	0	173	14	9.605010800802084	PF06693 || NO_PFAM	0.8138681190146655	151081	151081.TW72_11200	151081.TW72_11205	PF06693	977	773	773	773	533	0	772	0	0	161	0	0	0	0	0	73	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred;textmining_transferred	151081.TW72_11200 || 151081.TW72_11205	True	False
PF19364	DUF5940 - Family of unknown function (DUF5940)	NO_PFAM	378	70	74	174	995	843.1428571428571	900	900	0	773	186	370	372	900	12	775	368	0	0	97	2	690	20	0	0	0	0	0	0	916	16	354	2	413	226	16.262895959165057	PF19364 || NO_PFAM	0.8136062403996717	1121324	1121324.CLIT_23c00040	1121324.CLIT_23c00050	PF08545;PF19364	995	786	786	757	115	786	775	0	0	567	0	0	0	0	0	183	neighborhood;neighborhood_transferred;fusion;cooccurence;coexpression_transferred;textmining_transferred	1121324.CLIT_23c00040 || 1121324.CLIT_23c00050	True	False
PF13834	DUF4193 - Domain of unknown function (DUF4193)	NO_PFAM	762	145	151	371	990	770.1574803149606	773	981	0	773	212	981	294	0	0	775	538	0	0	55	2	0	0	0	0	0	0	0	0	726	4	0	0	44	2	18.35847127470113	PF13834 || NO_PFAM	0.811669732809353	1894	1894.ADK78_31350	1894.ADK78_31345	PF13834	990	524	980	524	980	0	0	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred	1894.ADK78_31345 || 1894.ADK78_31350	True	False
PF06073	DUF934 - Bacterial protein of unknown function (DUF934)	NO_PFAM	146	54	58	69	996	813.4931506849315	900	774	0	773	80	469	122	436	4	774	70	0	0	864	4	846	50	0	0	523	2	900	4	803	62	883	4	546	60	14.679098957243678	PF06073 || NO_PFAM	0.8111130436488247	1789004	1789004.FEMY_15990	1789004.FEMY_16000	PF06073	996	773	773	773	179	0	773	0	0	752	0	0	0	684	0	166	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred;database_transferred;textmining_transferred	1789004.FEMY_15990 || 1789004.FEMY_16000	True	False
PF04341	DUF485 - Protein of unknown function, DUF485	NO_PFAM	188	60	71	82	997	827.8617021276596	773	774	0	773	120	591	158	235	2	774	72	0	0	48	2	942	90	0	0	0	0	0	0	0	0	798	6	316	78	15.010494743406266	PF04341 || NO_PFAM	0.8103438811992657	1545044	1545044.SAMN05444276_10374	1545044.SAMN05444276_10375	PF04341	997	773	774	773	173	0	774	0	0	926	0	0	0	0	0	253	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred;textmining_transferred	1545044.SAMN05444276_10374 || 1545044.SAMN05444276_10375	True	False
PF14134	DUF4301 - Domain of unknown function (DUF4301)	NO_PFAM	58	25	25	29	980	785.2068965517242	900	900	0	773	44	316	26	900	2	756	10	0	0	0	0	592	6	0	0	0	0	0	0	729	10	0	0	179	4	12.393730519948685	PF14134 || NO_PFAM	0.8094594297909024	49280	49280.A9996_15740	49280.A9996_15745	PF14134	980	900	900	773	210	900	0	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;fusion	49280.A9996_15740 || 49280.A9996_15745	True	False
PF20668	DUF6815 - Domain of unknown function (DUF6815)	NO_PFAM	108	26	26	54	948	742.074074074074	899	899	0	773	8	79	10	899	4	770	100	0	0	0	0	46	2	0	0	0	0	0	0	0	0	0	0	0	0	13.081021614237802	PF20668 || NO_PFAM	0.8085345086536792	877500	877500.GCA_000935065_01647	877500.GCA_000935065_01648	PF20668	948	899	899	506	0	899	0	0	0	0	0	0	0	0	0	0	neighborhood;fusion	877500.GCA_000935065_01647 || 877500.GCA_000935065_01648	True	False
PF10240	DUF2464 - Multivesicular body subunit 12	NO_PFAM	1592	129	175	613	996	857.2575376884422	900	900	0	0	0	135	38	900	8	355	8	942	50	144	26	733	554	0	0	966	966	900	698	904	1434	955	118	852	1572	18.90844321082121	PF10240 || NO_PFAM	0.8083661006300706	9796	9796.ENSECAP00000036581	9796.ENSECAP00000004985	PF10240	996	540	0	0	0	0	0	0	0	77	0	774	540	577	869	463	coexpression_transferred;experiments_transferred;database;database_transferred;textmining;textmining_transferred	9796.ENSECAP00000004985 || 9796.ENSECAP00000036581	True	False
PF10936	DUF2617 - Protein of unknown function DUF2617	NO_PFAM	168	48	49	82	971	758.4642857142857	773	774	0	773	66	601	54	0	0	774	130	0	0	50	6	99	2	0	0	0	0	0	0	0	0	0	0	0	0	14.460539311144329	PF10936 || NO_PFAM	0.8081284483432445	44010	44010.AWC00_15975	44010.AWC00_15980	PF10936	971	773	773	773	463	0	769	0	0	99	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred	44010.AWC00_15975 || 44010.AWC00_15980	True	False
PF09674	DUF2400 - Protein of unknown function (DUF2400)	NO_PFAM	94	44	44	47	976	783.5957446808511	900	900	0	773	74	404	72	900	2	774	2	0	0	0	0	64	18	0	0	456	20	0	0	866	18	0	0	149	18	13.967201871141182	PF09674 || NO_PFAM	0.8076940142346563	1123037	1123037.GCA_000425305_01302	1123037.GCA_000425305_01284	PF09674	976	900	900	0	0	900	774	0	0	0	0	0	0	0	0	0	fusion;cooccurence	1123037.GCA_000425305_01284 || 1123037.GCA_000425305_01302	True	False
PF12345	DUF3641 - Protein of unknown function (DUF3641) 	NO_PFAM	130	37	42	56	984	794.8	773	774	0	773	88	234	110	728	4	774	74	0	0	0	0	84	18	0	0	0	0	0	0	778	30	0	0	502	28	13.69736964265392	PF12345 || NO_PFAM	0.8071383879798125	32024	32024.GCA_000788295_00520	32024.GCA_000788295_00521	PF04055;PF12345;PF13353	984	773	774	773	42	728	774	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;fusion;cooccurence	32024.GCA_000788295_00520 || 32024.GCA_000788295_00521	True	False
PF18935	DUF5683 - Family of unknown function (DUF5683)	NO_PFAM	232	67	67	116	995	741.1896551724138	773	774	0	773	34	287	30	52	4	774	210	0	0	0	0	567	14	0	0	716	8	0	0	351	4	0	0	115	8	15.437053863917914	PF18935 || NO_PFAM	0.803779531326896	1123307	1123307.GCA_000380065_01155	1123307.GCA_000380065_01154	PF00528;PF18935	995	773	773	773	84	0	772	0	0	567	0	716	0	351	0	115	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred;experiments_transferred;database_transferred;textmining_transferred	1123307.GCA_000380065_01154 || 1123307.GCA_000380065_01155	True	False
PF08331	QueG_DUF1730 - Epoxyqueuosine reductase QueG, DUF1730	NO_PFAM	254	105	105	127	992	792.0157480314961	899	899	0	773	168	636	174	899	12	770	32	0	0	212	6	54	4	0	0	0	0	500	10	949	46	891	12	816	66	16.66614173338256	PF08331 || NO_PFAM	0.8037761873404523	1291764	1291764.GCA_001311235_01174	1291764.GCA_001311235_01175	PF08331;PF13484	992	899	899	701	0	899	770	0	0	0	0	0	0	0	0	0	neighborhood;fusion;cooccurence	1291764.GCA_001311235_01174 || 1291764.GCA_001311235_01175	True	False
PF19299	DUF5914 - Domain of unknown function (DUF5914)	NO_PFAM	34	12	12	17	987	842.7058823529412	773	774	0	773	16	463	28	615	4	774	18	0	0	0	0	420	12	0	0	720	4	0	0	744	18	0	0	221	30	10.232246776412488	PF19299 || NO_PFAM	0.8036663282341987	110505	110505.ACT16_00750	110505.ACT16_00755	PF00355;PF19299	987	773	774	773	420	615	774	0	0	0	0	0	0	0	0	64	neighborhood;neighborhood_transferred;fusion;cooccurence;textmining_transferred	110505.ACT16_00750 || 110505.ACT16_00755	True	False
PF19807	DUF6290 - Family of unknown function (DUF6290)	NO_PFAM	28	13	13	14	991	811.5	773	775	0	773	20	198	20	0	0	775	6	0	0	0	0	0	0	0	0	974	4	0	0	0	0	0	0	735	6	10.19341048921699	PF19807 || NO_PFAM	0.8032961291075662	50429	50429.A0A2B4R489	50429.A0A2B4RC17	PF00436;PF03796;PF19807	991	0	102	0	102	0	0	0	0	0	0	974	0	0	0	678	neighborhood_transferred;experiments_transferred;textmining_transferred	50429.A0A2B4R489 || 50429.A0A2B4RC17	True	False
PF12501	DUF3708 - Phosphate ATP-binding cassette transporter	NO_PFAM	106	31	32	52	999	836.6981132075472	800	774	0	762	22	546	104	346	6	774	12	0	0	0	0	910	92	0	0	0	0	800	2	921	74	0	0	421	92	13.17830064006136	PF12501 || NO_PFAM	0.8029601051669257	1192759	1192759.GCA_000277525_00691	1192759.GCA_000277525_00693	PF00528;PF12501	999	494	773	494	402	0	773	0	0	910	0	0	0	921	0	272	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred;database_transferred;textmining_transferred	1192759.GCA_000277525_00691 || 1192759.GCA_000277525_00693	True	False
PF11736	DUF3299 - Protein of unknown function (DUF3299)	NO_PFAM	100	33	36	49	974	792.02	773	774	0	773	88	535	60	0	0	774	38	0	0	0	0	201	16	0	0	0	0	0	0	0	0	0	0	109	8	13.214841566073584	PF11736 || NO_PFAM	0.8023103753341868	151081	151081.TW72_02690	151081.TW72_02695	PF11736	974	773	774	773	533	0	774	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	151081.TW72_02690 || 151081.TW72_02695	True	False
PF11248	DUF3046 - Protein of unknown function (DUF3046)	NO_PFAM	272	67	67	136	990	795.5955882352941	773	981	0	773	122	981	228	0	0	754	36	0	0	257	2	0	0	0	0	0	0	0	0	0	0	870	2	738	6	15.802487205537174	PF11248 || NO_PFAM	0.799331457121566	1894	1894.ADK78_37615	1894.ADK78_37610	PF11248	990	552	980	552	980	0	0	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred	1894.ADK78_37610 || 1894.ADK78_37615	True	False
PF07043	DUF1328 - Protein of unknown function (DUF1328)	NO_PFAM	572	177	201	266	983	809.5734265734266	773	773	0	773	174	578	490	0	0	762	98	0	0	743	16	964	490	0	0	0	0	0	0	0	0	803	4	132	118	18.26045281729891	PF07043 || NO_PFAM	0.7993109387086994	1122125	1122125.GCA_000423185_06321	1122125.GCA_000423185_04962	PF07043	983	0	474	0	204	0	474	0	0	964	0	0	0	0	0	45	neighborhood_transferred;cooccurence;coexpression_transferred;textmining_transferred	1122125.GCA_000423185_04962 || 1122125.GCA_000423185_06321	True	False
PF13312	DUF4081 - Domain of unknown function (DUF4081)	NO_PFAM	174	38	38	87	991	771.2183908045977	773	981	0	773	28	981	106	0	0	763	80	0	0	0	0	663	18	0	0	0	0	0	0	519	2	0	0	104	16	14.245909266182808	PF13312 || NO_PFAM	0.7972198867780949	1894	1894.ADK78_15125	1894.ADK78_15120	PF00583;PF13312	991	542	980	542	980	0	0	0	0	0	0	0	0	0	0	104	neighborhood;neighborhood_transferred;textmining_transferred	1894.ADK78_15120 || 1894.ADK78_15125	True	False
PF11236	DUF3037 - Protein of unknown function (DUF3037)	NO_PFAM	42	19	19	21	966	770.1904761904761	773	774	0	773	40	605	24	0	0	774	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.299664662801543	PF11236 || NO_PFAM	0.7941833277080667	1888	1888.Salbus254_5763	1888.Salbus254_5762	PF11236	966	773	774	773	400	0	774	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	1888.Salbus254_5762 || 1888.Salbus254_5763	True	False
PF19367	DUF5943 - Domain of unknown function (DUF5943)	NO_PFAM	122	28	29	60	988	838.7704918032787	773	774	0	773	32	629	96	0	0	774	72	0	0	791	2	909	88	0	0	0	0	0	0	775	34	0	0	292	48	13.093776015345366	PF19367 || NO_PFAM	0.7936624130557878	158627	158627.BW687_14730	158627.BW687_14735	PF19367	988	550	769	550	188	0	769	0	0	854	0	0	0	0	0	235	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred;textmining_transferred	158627.BW687_14730 || 158627.BW687_14735	True	False
PF20049	DUF6451 - Domain of unknown function (DUF6451)	NO_PFAM	918	8	142	290	998	790.1503267973857	900	900	0	0	0	178	30	900	8	526	6	653	4	0	0	808	258	0	0	952	834	360	6	981	884	0	0	703	768	13.017735277028128	PF20049 || NO_PFAM	0.7909678165755097	48269	48269.A0A183N251	48269.A0A183N2I9	PF00069;PF20049	998	0	0	0	0	0	0	0	0	0	0	913	0	981	0	376	experiments_transferred;database_transferred;textmining_transferred	48269.A0A183N251 || 48269.A0A183N2I9	True	False
PF03994	DUF350 - Domain of Unknown Function (DUF350) 	NO_PFAM	750	232	257	372	965	810.1386666666667	773	775	0	773	654	589	548	0	0	775	320	0	0	80	2	79	36	0	0	199	4	0	0	0	0	0	0	0	0	19.07148255889553	PF03994 || NO_PFAM	0.790026446450164	43657	43657.S4054249_16660	43657.S4054249_16670	PF03994	965	652	743	652	576	0	743	0	0	74	0	161	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred;experiments_transferred	43657.S4054249_16660 || 43657.S4054249_16670	True	False
PF12054	DUF3535 - Domain of unknown function (DUF3535)	NO_PFAM	1374	336	361	632	994	852.1717612809316	900	900	2	0	0	0	0	900	14	523	10	0	0	63	16	821	110	439	2	986	1294	0	0	423	2	783	38	718	1304	21.215681015139445	PF12054 || NO_PFAM	0.7877188219578337	229533	229533.A0A098DTF7	229533.I1RVY0	PF00176;PF00271;PF12054	994	0	0	0	0	0	0	0	0	0	0	986	0	0	0	634	experiments_transferred;textmining_transferred	229533.A0A098DTF7 || 229533.I1RVY0	True	False
PF13785	DUF4178 - Domain of unknown function (DUF4178)	NO_PFAM	490	121	136	228	969	774.804081632653	773	775	0	773	274	569	158	0	0	775	296	0	0	47	2	326	20	0	0	0	0	0	0	0	0	0	0	103	4	17.35248621726103	PF13785 || NO_PFAM	0.7872470670164182	1768	1768.B1T50_26090	1768.B1T50_26085	PF13785	969	773	773	773	394	0	772	0	0	143	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred	1768.B1T50_26085 || 1768.B1T50_26090	True	False
PF15936	DUF4749 - Domain of unknown function (DUF4749)	NO_PFAM	898	69	155	256	967	740.2449888641426	899	899	2	0	0	0	0	899	6	133	2	803	2	168	18	868	350	292	2	848	832	720	28	821	774	813	42	798	794	17.645579662904392	PF15936 || NO_PFAM	0.7838932084011753	52904	52904.ENSSMAP00000007710	52904.ENSSMAP00000008931	PF00412;PF00595;PF15936	967	0	0	0	0	0	0	0	0	82	0	848	0	648	0	412	coexpression_transferred;experiments_transferred;database_transferred;textmining_transferred	52904.ENSSMAP00000007710 || 52904.ENSSMAP00000008931	True	False
PF11950	DUF3467 - Protein of unknown function (DUF3467)	NO_PFAM	384	87	88	192	998	814.3229166666666	773	773	0	773	102	631	312	0	0	772	78	0	0	680	2	594	124	0	0	966	238	0	0	919	238	0	0	589	244	16.453916963244197	PF11950 || NO_PFAM	0.7830524333109503	221126	221126.SAMN04489722_113100	221126.SAMN04489722_103298	PF11950	998	0	382	0	382	0	0	0	0	105	0	960	0	884	0	526	neighborhood_transferred;coexpression_transferred;experiments_transferred;database_transferred;textmining_transferred	221126.SAMN04489722_103298 || 221126.SAMN04489722_113100	True	False
PF10851	DUF2652 - Protein of unknown function (DUF2652)   	NO_PFAM	54	22	22	27	992	781.8148148148148	867	867	0	773	10	213	22	867	2	757	16	0	0	94	2	70	4	0	0	759	28	0	0	883	32	870	2	305	30	12.012321617090771	PF10851 || NO_PFAM	0.7820772727681556	83332	83332.Rv2562	83332.Rv2561	PF10851	992	867	867	601	0	867	0	0	94	0	0	0	0	0	870	0	neighborhood;fusion;coexpression;textmining	83332.Rv2561 || 83332.Rv2562	True	False
PF07318	DUF1464 - Protein of unknown function (DUF1464)	NO_PFAM	28	7	7	14	999	817.1428571428571	773	773	0	773	22	385	12	0	0	508	6	0	0	0	0	0	0	0	0	999	6	0	0	0	0	0	0	246	4	9.072178913346145	PF07318 || NO_PFAM	0.7819557265550225	273063	273063.STK_02620	273063.STK_22180	PF07318	999	0	0	0	0	0	0	0	0	0	0	999	0	0	0	246	experiments_transferred;textmining_transferred	273063.STK_02620 || 273063.STK_22180	True	False
PF16068	DUF4810 - Domain of unknown function (DUF4810)	NO_PFAM	36	15	15	18	987	841.9444444444445	773	775	0	773	30	370	30	0	0	775	12	0	0	46	2	726	12	0	0	0	0	0	0	0	0	726	2	0	0	10.704095357123787	PF16068 || NO_PFAM	0.7810514314756758	81479	81479.RA876_10175	81479.RA876_10170	PF16068	987	773	774	773	227	0	774	0	0	726	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred	81479.RA876_10170 || 81479.RA876_10175	True	False
PF07233	DUF1425 - Protein of unknown function (DUF1425)	NO_PFAM	334	79	79	167	974	777.7724550898204	773	774	0	773	134	480	142	0	0	774	252	0	0	66	2	650	14	0	0	0	0	0	0	0	0	0	0	242	20	16.125183801172827	PF07233 || NO_PFAM	0.7803404047061226	580	580.GCA_001266615_00062	580.GCA_001266615_00061	PF07233	974	752	752	752	183	0	738	0	0	536	0	0	0	0	0	109	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred;textmining_transferred	580.GCA_001266615_00061 || 580.GCA_001266615_00062	True	False
PF14085	DUF4265 - Domain of unknown function (DUF4265)	NO_PFAM	78	18	21	37	956	753.7692307692307	773	773	0	773	22	325	14	0	0	765	36	0	0	871	4	849	24	0	0	0	0	0	0	0	0	0	0	0	0	11.804325810799902	PF14085 || NO_PFAM	0.7801115871494403	35756	35756.GCA_001044155_01043	35756.GCA_001044155_01045	PF14085	956	773	773	773	136	0	0	0	0	795	0	0	0	0	0	0	neighborhood;neighborhood_transferred;coexpression_transferred	35756.GCA_001044155_01043 || 35756.GCA_001044155_01045	True	False
PF10066	DUF2304 - Uncharacterized conserved protein (DUF2304)	NO_PFAM	282	113	114	141	988	833.3049645390071	773	827	0	773	230	827	258	0	0	772	214	0	0	134	2	299	8	0	0	0	0	0	0	569	6	0	0	637	180	16.717843794432227	PF10066 || NO_PFAM	0.7781667831579842	169765	169765.AWC15_13765	169765.AWC15_13760	PF10066	988	773	773	773	479	0	764	0	0	0	0	0	0	0	0	637	neighborhood;neighborhood_transferred;cooccurence;textmining_transferred	169765.AWC15_13760 || 169765.AWC15_13765	True	False
PF04919	DUF655 - Protein of unknown function (DUF655)	NO_PFAM	54	11	11	27	980	824.5185185185185	773	813	0	773	40	813	36	0	0	752	26	0	0	0	0	92	6	0	0	0	0	0	0	0	0	760	4	207	18	10.563146484808472	PF04919 || NO_PFAM	0.7756797439728929	263820	263820.PTO0387	263820.PTO0389	PF04919	980	773	813	773	813	0	500	0	0	86	0	0	0	0	0	132	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred;textmining_transferred	263820.PTO0387 || 263820.PTO0389	True	False
PF11857	DUF3377 - Domain of unknown function (DUF3377)	NO_PFAM	908	83	244	196	998	836.6453744493392	900	708	0	0	0	0	0	708	2	173	70	986	82	116	28	170	374	0	0	970	722	900	232	943	768	832	72	965	830	17.281978691864104	PF11857 || NO_PFAM	0.7747602604207554	9708	9708.A0A2U3W2G2	9708.A0A2U3ZWY1	PF00045;PF00413;PF01471;PF11857	998	0	0	0	0	0	0	0	0	54	0	970	0	859	0	716	coexpression_transferred;experiments_transferred;database_transferred;textmining_transferred	9708.A0A2U3W2G2 || 9708.A0A2U3ZWY1	True	False
PF09314	DUF1972 - Domain of unknown function (DUF1972)	NO_PFAM	224	77	79	111	994	797.2053571428571	899	899	0	773	190	170	118	899	4	774	82	0	0	103	4	544	68	0	0	923	26	0	0	736	34	752	4	673	50	15.927518055583604	PF09314 || NO_PFAM	0.7747417551123579	1291764	1291764.GCA_001311235_02635	1291764.GCA_001311235_02636	PF09314	994	899	899	773	0	899	774	0	0	0	0	0	0	0	0	0	neighborhood;fusion;cooccurence	1291764.GCA_001311235_02635 || 1291764.GCA_001311235_02636	True	False
PF25952	DUF7990 - Family of unknown function (DUF7990)	NO_PFAM	36	15	16	17	961	836.6111111111111	773	773	0	773	36	462	36	0	0	773	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.702095357123786	PF25952 || NO_PFAM	0.7742469798210243	208480	208480.SAMN02910418_00863	208480.SAMN02910418_00864	PF25952	961	773	773	773	317	0	772	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	208480.SAMN02910418_00863 || 208480.SAMN02910418_00864	True	False
PF04019	DUF359 - Protein of unknown function (DUF359)	NO_PFAM	24	6	6	12	981	860.8333333333334	900	873	0	773	14	873	18	0	0	710	14	0	0	0	0	753	10	0	0	0	0	900	2	511	2	0	0	92	6	8.883696122978826	PF04019 || NO_PFAM	0.7724415297660966	1604004	1604004.HLASA_1969	1604004.HLASA_1970	PF04019	981	773	867	773	867	0	360	0	0	158	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred	1604004.HLASA_1969 || 1604004.HLASA_1970	True	False
PF26350	DUF8090 - Domain of unknown function (DUF8090)	NO_PFAM	158	58	59	78	997	825.0	900	900	0	773	32	432	82	900	10	774	24	0	0	0	0	753	26	0	0	875	110	0	0	981	106	830	2	257	32	15.023979090031672	PF26350 || NO_PFAM	0.7705004136063588	877500	877500.GCA_000935065_01381	877500.GCA_000935065_01382	PF00271;PF04851;PF11907;PF13091;PF26350	995	900	900	773	177	900	774	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;fusion;cooccurence	877500.GCA_000935065_01381 || 877500.GCA_000935065_01382	True	False
PF04340	DUF484 - Protein of unknown function, DUF484	NO_PFAM	380	131	131	190	982	751.4	773	773	0	773	130	538	122	524	6	767	232	0	0	46	4	737	48	0	0	209	24	0	0	806	30	0	0	310	28	17.25440322029944	PF04340 || NO_PFAM	0.7681891347136418	1385515	1385515.GCA_000423325_01386	1385515.GCA_000423325_01387	PF04340	982	773	773	773	470	524	0	0	0	737	0	0	0	0	0	0	neighborhood;neighborhood_transferred;fusion;coexpression_transferred	1385515.GCA_000423325_01386 || 1385515.GCA_000423325_01387	True	False
PF15429	DUF4628 - Domain of unknown function (DUF4628)	NO_PFAM	302	30	33	149	983	810.2516556291391	900	900	0	0	0	0	0	900	18	208	12	969	12	0	0	169	42	0	0	790	248	900	8	871	260	770	2	753	194	14.38170721447966	PF15429 || NO_PFAM	0.7678590139952471	52904	52904.ENSSMAP00000029645	52904.ENSSMAP00000029630	PF00640;PF15429	983	899	899	0	0	899	0	0	0	74	0	0	0	832	0	58	fusion;coexpression_transferred;database_transferred;textmining_transferred	52904.ENSSMAP00000029630 || 52904.ENSSMAP00000029645	True	False
